data_naixement,ID_Localitzacio
1958-02-09,1124
1978-08-16,1125
1972-10-09,1126
1994-12-05,1127
1983-01-07,1128
1988-03-01,1129
1994-09-21,1130
1987-04-05,1131
1963-12-09,1132
1980-09-15,1133
1953-08-15,1134
1978-05-26,1135
1991-07-04,1136
1965-09-27,1137
1974-12-25,1138
1952-08-28,1139
1957-06-28,1140
1965-11-02,1141
2003-02-16,1142
1956-05-18,1143
1976-09-28,1144
1966-12-15,1145
2003-09-11,1146
1975-05-20,1147
1972-01-14,1148
1982-06-06,1149
1976-02-12,1150
1951-08-20,1151
1985-01-21,1152
1980-04-13,1153
1976-11-30,1154
1963-06-10,1155
1991-12-15,1156
1971-05-04,1157
1981-09-27,1158
1957-06-30,1159
1987-04-05,1160
1986-07-16,1161
1963-09-18,1162
1962-05-23,1163
2002-03-07,1164
1999-12-17,1165
1972-01-19,1166
1956-09-24,1167
1992-08-05,1168
1971-11-09,1169
1961-08-30,1170
1954-12-04,1171
1965-10-12,1172
1958-07-20,1173
1989-07-21,1174
1988-04-02,1175
1999-02-17,1176
1991-05-17,1177
1970-07-12,1178
1954-08-03,1179
1970-10-29,1180
1990-12-18,1181
1994-08-15,1182
1997-09-27,1183
1973-02-28,1184
1957-10-18,1185
1961-11-09,1186
1985-02-22,1187
1991-05-16,1188
1969-07-27,1189
1977-02-26,1190
1960-01-13,1191
1995-07-09,1192
1998-11-10,1193
1958-04-28,1194
1970-11-09,1195
1980-09-13,1196
1973-12-21,1197
1975-04-12,1198
1978-04-30,1199
1975-09-27,1200
1959-01-22,1201
1987-11-06,1202
1968-06-04,1203
1980-06-29,1204
1974-01-15,1205
1954-06-14,1206
1960-03-29,1207
1967-01-08,1208
1991-10-13,1209
1992-08-19,1210
1998-07-28,1211
1953-10-01,1212
1965-04-22,1213
1953-09-26,1214
2002-12-07,1215
1969-07-16,1216
1993-12-20,1217
1972-02-20,1218
1970-12-20,1219
1970-04-28,1220
2001-12-26,1221
1965-11-05,1222
1959-07-07,1223
1994-07-11,1224
1950-10-12,1225
1954-08-17,1226
1978-05-18,1227
1969-04-11,1228
1962-02-24,1229
1993-12-16,1230
1984-11-23,1231
1998-05-20,1232
1976-01-04,1233
1963-10-15,1234
1952-06-06,1235
1979-07-31,1236
1973-03-18,1237
1976-11-02,1238
1961-05-21,1239
1989-11-09,1240
1988-12-25,1241
1950-09-07,1242
1957-06-03,1243
1959-12-11,1244
1976-06-08,1245
1983-07-04,1246
1956-11-22,1247
1997-06-21,1248
1985-06-07,1249
1984-12-02,1250
1972-03-11,1251
1960-09-29,1252
1955-11-15,1253
1984-08-04,1254
1952-11-12,1255
1953-10-25,1256
1963-07-24,1257
1995-10-03,1258
1975-02-18,1259
1986-02-23,1260
1980-11-22,1261
1951-02-14,1262
1999-06-21,1263
2000-11-07,1264
1954-02-06,1265
1979-11-13,1266
1993-08-31,1267
1997-08-28,1268
1952-12-16,1269
2005-02-03,1270
2002-07-15,1271
1992-07-14,1272
1970-08-09,1273
1955-02-02,1274
2001-07-06,1275
1969-04-17,1276
1969-06-07,1277
1995-04-23,1278
1956-08-19,1279
1960-12-20,1280
1977-09-08,1281
2001-05-31,1282
1958-05-22,1283
1978-07-26,1284
2000-05-28,1285
1986-10-29,1286
1977-04-29,1287
1986-11-23,1288
1996-07-09,1289
1971-02-14,1290
1998-06-26,1291
1978-11-17,1292
1975-03-25,1293
2002-10-29,1294
1985-02-04,1295
1968-09-21,1296
1972-09-28,1297
1954-12-10,1298
1964-11-05,1299
1994-07-31,1300
1985-09-15,1301
1974-09-21,1302
1958-06-26,1303
1951-04-27,1304
1965-08-01,1305
1962-09-30,1306
1964-01-05,1307
1970-05-23,1308
2000-02-01,1309
1964-07-29,1310
1990-03-02,1311
1965-12-07,1312
2000-10-23,1313
1987-05-10,1314
2002-08-15,1315
1981-09-03,1316
1996-06-19,1317
2001-09-22,1318
1963-03-13,1319
1991-05-05,1320
1990-04-27,1321
1999-09-09,1322
1999-05-09,1323
1982-02-23,1324
1996-10-03,1325
1953-10-22,1326
1961-02-10,1327
1997-12-03,1328
2003-09-12,1329
2000-06-30,1330
1983-09-25,1331
1970-09-08,1332
1984-10-17,1333
1994-11-14,1334
1953-11-19,1335
1993-11-13,1336
1996-08-08,1337
1978-08-19,1338
1977-12-17,1339
2000-09-28,1340
1969-12-19,1341
1989-07-02,1342
1970-09-03,1343
1976-03-04,1344
1962-09-29,1345
1986-12-09,1346
1979-08-18,1347
1972-07-19,1348
1979-04-28,1349
1968-06-26,1350
1966-03-01,1351
1958-01-18,1352
1963-12-31,1353
1989-04-29,1354
1954-02-14,1355
1965-11-09,1356
1964-12-26,1357
1964-11-27,1358
1984-06-01,1359
1968-01-11,1360
1957-10-25,1361
1990-03-15,1362
1956-07-28,1363
1958-04-03,1364
1996-11-27,1365
1982-06-16,1366
1951-02-10,1367
1994-09-13,1368
1953-11-22,1369
1985-01-08,1370
1992-08-26,1371
1969-03-21,1372
1991-11-10,1373
1979-10-18,1374
1950-08-05,1375
1980-09-29,1376
1951-03-04,1377
1954-06-20,1378
1951-04-23,1379
1980-05-21,1380
2004-01-31,1381
1986-01-08,1382
1960-09-14,1383
1985-06-15,1384
1983-07-13,1385
2000-08-18,1386
1951-04-06,1387
1977-07-11,1388
1976-02-19,1389
1966-03-11,1390
1996-03-07,1391
1986-01-23,1392
2004-04-26,1393
1995-12-04,1394
1968-07-16,1395
1987-12-18,1396
2001-10-16,1397
1954-07-17,1398
1984-06-28,1399
1960-07-08,1400
1993-07-30,1401
1999-04-27,1402
1973-10-13,1403
1971-03-14,1404
1975-04-12,1405
1998-11-20,1406
1997-03-05,1407
1978-07-13,1408
1955-01-29,1409
1951-09-17,1410
1995-01-13,1411
1991-12-26,1412
1957-09-07,1413
1965-02-17,1414
1975-01-18,1415
1980-06-18,1416
1996-03-04,1417
1998-10-26,1418
1966-08-24,1419
1993-05-17,1420
1959-07-12,1421
1998-04-09,1422
1971-08-11,1423
1965-07-18,1424
1998-03-07,1425
1952-12-29,1426
1994-08-29,1427
1960-01-26,1428
1960-08-24,1429
1995-10-27,1430
2001-04-20,1431
1968-09-14,1432
1954-07-08,1433
1970-06-26,1434
2003-07-29,1435
1986-06-07,1436
1952-01-18,1437
2001-06-21,1438
1965-06-09,1439
1965-11-08,1440
1974-12-15,1441
1978-09-11,1442
2001-10-04,1443
1967-07-10,1444
1996-07-23,1445
1988-09-14,1446
1950-06-18,1447
1993-09-12,1448
1956-06-25,1449
1953-08-06,1450
1973-01-02,1451
1953-12-25,1452
1977-06-21,1453
1987-01-06,1454
1990-08-21,1455
1989-11-04,1456
1962-01-15,1457
1983-02-26,1458
1997-07-13,1459
1974-09-21,1460
1960-10-30,1461
1996-07-09,1462
2002-08-26,1463
1975-09-24,1464
2000-03-08,1465
1993-11-12,1466
1957-10-04,1467
1952-12-04,1468
1979-02-22,1469
2002-06-26,1470
1966-06-23,1471
1972-03-15,1472
1961-02-01,1473
1958-04-15,1474
1990-11-28,1475
1975-11-19,1476
1994-04-09,1477
1988-02-06,1478
1997-08-31,1479
1971-04-10,1480
1952-09-18,1481
1956-09-06,1482
1950-06-01,1483
1959-06-06,1484
1984-04-15,1485
1966-02-02,1486
1971-05-03,1487
1987-04-13,1488
1970-03-05,1489
1963-12-07,1490
1980-03-26,1491
1985-12-10,1492
2000-04-23,1493
1982-06-07,1494
1954-04-30,1495
1956-02-08,1496
1958-03-16,1497
1975-11-22,1498
1966-12-22,1499
2000-06-18,1500
1996-10-30,1501
1976-08-03,1502
1969-03-01,1503
1996-05-24,1504
1962-11-17,1505
1960-04-28,1506
1971-11-03,1507
1964-04-24,1508
1994-08-07,1509
1952-03-27,1510
1960-02-24,1511
1959-09-26,1512
1965-04-28,1513
1990-04-10,1514
1977-04-11,1515
1974-02-22,1516
1975-07-02,1517
1971-12-04,1518
1983-05-23,1519
2001-02-06,1520
1981-07-10,1521
1959-12-29,1522
2004-11-19,1523
1997-06-06,1524
1999-12-21,1525
1982-10-31,1526
1974-12-05,1527
1971-03-30,1528
1964-01-21,1529
2000-08-11,1530
1972-01-03,1531
1980-12-30,1532
1956-04-15,1533
1959-04-04,1534
1998-10-20,1535
1974-06-02,1536
1956-09-04,1537
1979-01-18,1538
1977-09-10,1539
1960-09-24,1540
1956-05-02,1541
1982-04-12,1542
1953-03-16,1543
1987-10-22,1544
1987-06-25,1545
1979-08-27,1546
1961-10-02,1547
1988-12-13,1548
1974-02-13,1549
1967-10-26,1550
1968-10-23,1551
1974-12-09,1552
1969-03-29,1553
1950-08-28,1554
1989-04-03,1555
1990-08-14,1556
1975-06-22,1557
2003-03-28,1558
1950-12-28,1559
1987-02-24,1560
1973-05-27,1561
2000-11-07,1562
1989-03-10,1563
1976-08-26,1564
1979-03-07,1565
2002-06-29,1566
2001-10-11,1567
1994-05-26,1568
1987-05-20,1569
1985-08-20,1570
1973-04-01,1571
1952-08-13,1572
1994-09-20,1573
1962-02-10,1574
1952-07-18,1575
1996-06-14,1576
1978-12-27,1577
1957-08-01,1578
1983-08-22,1579
1959-12-19,1580
1982-09-23,1581
1981-07-12,1582
1981-01-13,1583
1995-06-23,1584
1977-05-03,1585
1966-02-07,1586
1957-06-29,1587
1950-07-31,1588
1980-06-08,1589
1970-02-01,1590
1981-05-28,1591
1963-12-17,1592
1997-01-07,1593
1993-05-04,1594
1955-11-12,1595
1984-06-09,1596
1985-05-03,1597
1987-10-03,1598
1991-06-03,1599
1967-03-25,1600
1982-05-15,1601
1979-05-25,1602
1954-07-30,1603
1983-01-27,1604
2000-08-10,1605
1969-05-20,1606
1973-07-02,1607
1952-08-13,1608
1993-07-14,1609
1992-02-29,1610
1983-01-01,1611
1998-07-07,1612
1979-09-25,1613
1978-11-25,1614
1973-06-22,1615
1952-09-03,1616
1984-11-30,1617
1953-11-01,1618
1991-05-04,1619
1984-10-31,1620
1984-11-19,1621
1970-12-23,1622
1993-03-30,1623
1951-04-05,1624
1991-08-24,1625
1966-04-11,1626
1992-07-14,1627
1971-03-16,1628
1953-09-05,1629
1983-11-29,1630
1997-09-09,1631
1987-02-12,1632
1957-01-23,1633
1971-03-28,1634
1997-11-09,1635
1989-08-27,1636
2000-07-21,1637
1953-03-22,1638
1983-10-07,1639
1965-10-28,1640
1968-01-07,1641
1991-11-05,1642
1995-10-20,1643
1988-12-12,1644
1988-10-23,1645
1974-04-01,1646
1998-02-19,1647
1982-02-06,1648
1957-10-21,1649
1981-06-24,1650
1981-12-12,1651
1958-06-06,1652
1975-03-21,1653
1981-12-18,1654
1995-11-19,1655
1958-12-01,1656
1997-08-10,1657
1997-01-27,1658
2003-05-27,1659
1954-04-03,1660
2001-04-30,1661
1976-02-20,1662
1957-05-25,1663
1970-10-02,1664
1974-05-14,1665
1997-08-06,1666
2004-02-06,1667
1991-01-08,1668
1993-06-06,1669
1951-12-18,1670
1995-10-16,1671
1976-03-31,1672
1976-08-15,1673
1962-03-01,1674
1965-06-04,1675
1990-02-26,1676
1968-05-16,1677
1996-06-26,1678
1956-06-13,1679
1987-10-29,1680
1954-01-31,1681
1996-07-09,1682
1992-08-29,1683
1965-12-26,1684
1969-04-01,1685
1979-06-25,1686
2001-10-25,1687
1994-04-24,1688
1963-05-13,1689
1954-09-15,1690
1984-09-10,1691
1981-06-16,1692
1957-03-04,1693
1980-01-27,1694
1965-07-19,1695
1957-09-20,1696
1966-03-21,1697
1984-09-19,1698
2003-02-04,1699
2003-07-31,1700
1987-01-27,1701
1996-08-01,1702
1991-07-31,1703
1989-06-06,1704
1951-08-19,1705
1968-09-11,1706
1974-08-03,1707
1951-03-12,1708
1968-08-24,1709
1963-09-04,1710
1979-02-03,1711
1975-02-02,1712
2003-10-12,1713
1967-10-13,1714
1966-02-17,1715
1960-10-08,1716
1976-03-21,1717
1960-10-25,1718
2001-09-26,1719
1975-11-27,1720
2003-09-11,1721
1994-07-09,1722
1963-05-19,1723
1981-01-07,1724
1986-09-29,1725
1954-11-22,1726
1959-09-24,1727
1971-02-27,1728
1958-04-07,1729
1964-03-19,1730
1965-02-02,1731
1969-05-10,1732
1952-11-08,1733
1984-09-02,1734
1963-03-03,1735
1968-08-24,1736
1977-08-08,1737
1968-07-09,1738
1967-12-21,1739
1963-12-15,1740
1995-12-29,1741
1960-12-29,1742
1967-04-22,1743
1955-12-27,1744
1963-10-13,1745
1964-05-21,1746
1955-01-25,1747
1974-11-07,1748
1965-06-21,1749
1958-05-28,1750
1956-01-24,1751
1989-01-07,1752
1971-10-22,1753
1988-10-29,1754
1977-09-01,1755
1956-11-01,1756
1971-08-10,1757
1961-11-10,1758
1981-02-26,1759
1962-01-26,1760
1970-12-22,1761
1978-12-24,1762
1971-02-28,1763
1977-10-13,1764
1977-03-17,1765
2004-03-08,1766
1990-10-21,1767
1992-03-31,1768
1982-10-08,1769
1954-10-05,1770
2000-07-02,1771
1979-01-08,1772
2002-06-02,1773
1980-01-12,1774
1977-07-26,1775
1978-01-28,1776
1951-01-09,1777
1992-06-25,1778
1972-04-25,1779
2004-08-18,1780
1995-05-12,1781
2001-10-23,1782
1973-01-12,1783
2004-09-20,1784
1954-08-13,1785
1967-06-02,1786
1966-05-13,1787
2002-10-24,1788
1966-07-30,1789
1956-11-07,1790
1963-07-18,1791
1953-12-15,1792
1996-01-24,1793
1999-07-28,1794
2000-12-30,1795
1989-09-08,1796
2003-10-01,1797
1976-11-02,1798
1998-04-06,1799
1990-12-16,1800
1984-11-22,1801
1973-08-24,1802
1994-12-02,1803
1967-12-07,1804
1969-12-06,1805
1978-12-17,1806
1953-01-24,1807
1994-04-30,1808
1982-01-13,1809
1965-03-01,1810
2003-05-06,1811
1955-11-30,1812
1996-04-30,1813
1970-05-05,1814
2001-06-12,1815
1990-01-06,1816
1988-07-03,1817
1959-10-19,1818
1970-04-08,1819
1981-06-12,1820
1997-12-01,1821
1972-04-26,1822
1976-01-02,1823
1950-07-24,1824
1950-09-08,1825
1952-01-06,1826
1958-03-05,1827
1950-04-25,1828
1974-05-12,1829
1984-08-21,1830
1960-03-29,1831
1977-09-20,1832
1976-12-18,1833
1976-08-22,1834
2002-06-17,1835
1985-01-27,1836
2000-09-12,1837
1999-08-04,1838
1985-04-03,1839
1998-01-24,1840
1957-02-12,1841
1987-09-30,1842
1993-02-09,1843
1980-10-01,1844
1973-12-29,1845
2004-10-01,1846
1952-06-23,1847
1987-05-25,1848
1964-05-20,1849
1995-09-24,1850
1990-01-14,1851
1974-04-25,1852
1977-05-27,1853
1987-09-19,1854
1979-10-23,1855
1955-03-06,1856
2001-04-08,1857
1976-11-21,1858
1974-09-25,1859
1976-08-21,1860
1968-01-17,1861
1991-06-06,1862
1951-05-25,1863
1983-05-02,1864
1962-08-26,1865
1979-06-30,1866
1991-04-06,1867
1950-11-03,1868
1987-10-20,1869
2004-09-07,1870
1964-12-17,1871
1995-07-22,1872
1975-09-10,1873
1978-04-28,1874
1955-06-17,1875
1990-09-29,1876
1970-08-25,1877
1986-05-25,1878
1974-02-20,1879
1982-11-17,1880
1986-03-12,1881
2003-04-11,1882
1954-11-13,1883
1998-10-14,1884
1991-05-08,1885
1972-07-31,1886
1958-07-14,1887
1965-11-10,1888
1974-11-09,1889
1994-06-04,1890
1969-06-25,1891
1958-02-04,1892
1954-10-10,1893
1979-06-18,1894
1973-12-05,1895
1964-09-15,1896
1969-10-08,1897
1976-09-01,1898
1956-08-29,1899
1983-12-15,1900
1973-11-26,1901
1991-04-10,1902
1972-09-28,1903
1951-02-20,1904
1968-06-22,1905
1956-03-30,1906
1978-10-30,1907
1982-04-08,1908
1976-10-20,1909
1973-03-21,1910
1972-04-18,1911
1971-12-22,1912
1963-10-24,1913
1988-09-11,1914
1958-01-09,1915
1954-09-21,1916
1962-03-15,1917
1999-03-07,1918
1991-05-21,1919
1988-01-27,1920
1952-12-24,1921
1975-08-30,1922
1976-04-04,1923
1987-06-01,1924
2000-08-24,1925
1953-10-09,1926
1959-10-29,1927
1995-12-24,1928
1954-04-30,1929
1986-01-31,1930
1950-05-17,1931
1970-02-24,1932
1968-04-01,1933
1994-09-07,1934
1968-09-20,1935
1962-12-13,1936
1976-06-13,1937
1992-08-17,1938
1977-11-10,1939
1980-11-23,1940
2002-05-23,1941
1969-05-03,1942
1985-11-19,1943
1965-07-03,1944
1972-12-20,1945
1978-06-20,1946
1966-09-17,1947
1970-05-22,1948
2003-08-01,1949
1970-07-18,1950
2004-08-19,1951
1953-04-23,1952
1960-12-04,1953
1952-07-09,1954
1973-12-29,1955
1954-05-03,1956
1996-10-12,1957
2002-03-01,1958
1955-04-17,1959
1983-02-05,1960
1983-08-22,1961
2004-12-29,1962
1962-02-25,1963
1974-04-04,1964
1978-12-06,1965
1980-08-02,1966
1971-03-05,1967
1991-09-15,1968
1959-10-12,1969
1979-11-10,1970
2001-10-30,1971
1950-11-25,1972
1977-07-07,1973
1960-02-04,1974
1985-03-06,1975
1970-06-12,1976
1972-02-02,1977
1959-08-31,1978
2000-01-29,1979
1963-06-18,1980
1978-12-02,1981
1970-09-09,1982
1988-11-03,1983
1999-08-08,1984
2000-06-03,1985
1960-04-20,1986
1987-04-13,1987
1980-02-19,1988
1958-01-06,1989
1999-09-26,1990
1975-06-22,1991
1956-06-29,1992
1994-08-16,1993
1984-11-19,1994
1990-05-13,1995
1965-01-30,1996
1954-06-29,1997
2000-09-17,1998
1996-05-09,1999
1996-09-23,2000
