ID_Article,preu,descompte
131,312.66,2
132,473.93,2
133,324.79,37
134,501.81,20
135,908.11,74
136,721.73,41
137,921.89,41
138,922.29,1
139,670.14,5
140,13.85,50
141,13.75,50
142,129.16,34
143,34.45,58
144,131.84,13
145,725.12,59
146,731.94,68
147,352.79,20
148,90.29,47
149,882.48,9
150,224.4,60
151,3.92,53
152,971.87,34
153,42.22,20
154,463.34,59
155,168.98,7
156,450.14,1
157,403.42,26
158,440.24,39
159,861.74,57
160,173.94,54
161,771.99,54
162,989.37,30
163,8.64,33
164,682.08,62
165,203.47,48
166,896.63,59
167,215.89,56
168,635.69,52
169,103.23,70
170,271.94,51
171,309.33,51
172,5.98,3
173,423.39,17
174,630.96,60
175,576.94,72
176,468.81,45
177,451.03,34
178,117.83,71
179,45.98,37
180,361.43,8
181,924.45,36
182,859.17,26
183,236.43,42
184,78.74,66
185,354.25,51
186,280.95,7
187,890.21,54
188,596.76,26
189,745.74,5
190,119.66,72
191,319.62,31
192,911.63,36
193,15.25,58
194,952.97,29
195,204.7,62
196,685.54,63
197,323.62,38
198,731.14,20
199,615.19,47
200,545.66,70
201,575.68,19
202,289.68,41
203,632.37,35
204,619.98,13
205,347.42,26
206,793.09,22
207,137.55,19
208,838.32,36
209,579.45,29
210,172.93,36
211,75.9,69
212,774.72,34
213,381.64,47
214,859.66,53
215,960.32,72
216,266.91,63
217,862.13,20
218,56.87,25
219,543.88,35
220,299.49,55
221,470.25,41
222,947.83,25
223,53.51,35
224,924.19,46
225,648.77,59
226,121.34,68
227,578.23,51
228,44.89,49
229,55.57,72
230,738.33,6
231,215.71,15
232,469.34,26
233,601.59,32
234,99.76,10
235,261.48,58
236,43.3,47
237,517.03,48
238,916.92,53
239,954.23,24
240,726.68,15
241,241.21,36
242,254.53,42
243,918.26,56
244,116.28,68
245,468.67,7
246,210.94,35
247,765.69,74
248,841.53,37
249,708.42,6
250,361.32,27
251,238.95,33
252,821.47,59
253,459.34,12
254,982.99,43
255,328.36,66
256,442.06,30
257,920.98,47
258,352.52,46
259,550.66,55
260,298.2,46
261,788.26,59
262,277.0,51
263,433.94,27
264,275.85,23
265,235.31,43
266,973.47,19
267,44.21,35
268,457.47,14
269,7.52,58
270,686.37,62
271,111.45,12
272,814.84,3
273,445.61,45
274,165.99,13
275,896.68,51
276,682.24,51
277,528.93,53
278,682.63,11
279,803.05,40
280,564.39,37
281,132.95,13
282,232.91,54
283,226.17,72
284,8.23,55
285,754.82,48
286,676.02,38
287,935.81,55
288,731.58,61
289,274.49,46
290,757.71,41
291,477.33,40
292,826.36,35
293,814.7,38
294,283.13,43
295,237.44,24
296,746.81,18
297,485.26,24
298,312.38,25
299,63.84,29
300,789.24,10
301,905.01,67
302,259.86,35
303,533.49,56
304,443.16,60
305,891.64,55
306,921.97,1
307,743.3,16
308,330.5,45
309,195.87,6
310,248.85,72
311,365.82,33
312,523.49,10
313,670.14,54
314,433.93,49
315,800.79,32
316,818.96,71
317,507.71,27
318,573.97,2
319,687.37,68
320,501.28,17
321,965.96,65
322,798.99,18
323,652.49,35
324,205.92,69
325,532.22,74
326,215.6,44
327,272.58,49
328,396.23,45
329,960.43,66
330,461.66,40
331,793.2,43
332,800.55,42
333,545.76,71
334,414.07,44
335,766.59,61
336,120.89,39
337,850.64,22
338,352.47,14
339,724.93,67
340,330.2,67
341,86.88,40
342,369.75,6
343,100.11,27
344,454.69,11
345,358.51,58
346,70.82,31
347,709.96,70
348,260.36,75
349,670.52,7
350,534.61,57
351,411.27,21
352,328.66,32
353,762.8,68
354,89.79,69
355,504.56,22
356,745.3,34
357,487.8,52
358,107.4,16
359,533.04,4
360,704.39,13
361,888.54,68
362,320.92,57
363,760.18,7
364,181.9,46
365,408.23,66
366,116.42,32
367,765.76,51
368,936.93,7
369,651.04,23
370,669.88,19
371,616.52,20
372,142.78,6
373,375.24,60
374,766.71,31
375,566.75,11
376,376.98,3
377,474.84,28
378,324.56,13
379,257.56,53
380,716.93,70
381,739.85,48
382,529.79,43
383,239.99,5
384,262.9,6
385,216.86,65
386,740.8,7
387,373.52,10
388,161.27,18
389,237.99,63
390,934.51,72
391,451.25,72
392,898.16,56
393,260.17,64
394,493.92,62
395,154.75,56
396,266.62,22
397,682.62,74
398,146.55,66
399,553.61,9
400,898.34,22
401,159.75,60
402,809.94,49
403,174.17,28
404,473.06,13
405,373.12,42
406,727.24,29
407,480.85,3
408,611.93,61
409,352.11,49
410,242.88,13
411,788.65,18
412,341.99,15
413,482.88,48
414,378.03,8
415,151.47,47
416,937.31,33
417,854.63,34
418,291.33,48
419,204.93,56
420,881.38,10
421,565.86,50
422,805.38,31
423,838.79,72
424,705.74,53
425,45.83,35
426,850.02,64
427,785.74,68
428,912.51,43
429,577.1,23
430,694.76,59
431,417.49,18
432,574.36,54
433,439.25,65
434,618.12,21
435,721.11,6
436,174.43,12
437,261.12,35
438,276.16,30
439,596.95,43
440,532.05,45
441,914.9,18
442,678.73,19
443,381.87,16
444,333.63,42
445,371.57,8
446,91.96,12
447,119.94,51
448,314.89,20
449,457.78,36
450,917.82,15
451,684.0,48
452,688.14,14
453,408.7,69
454,1.55,50
455,961.13,61
456,580.39,27
457,469.09,55
458,398.02,36
459,475.63,10
460,476.25,31
461,792.13,47
462,685.83,12
463,790.33,21
464,918.43,24
465,340.44,16
466,260.4,4
467,270.08,25
468,85.72,28
469,70.11,10
470,737.56,44
471,915.88,15
472,386.21,50
473,981.65,20
474,212.86,40
475,455.11,6
476,122.13,52
477,153.35,75
478,340.69,56
479,462.55,30
480,31.55,29
481,230.27,11
482,764.31,72
483,277.09,1
484,402.86,11
485,734.35,55
486,600.99,67
487,158.9,73
488,554.04,14
489,721.86,32
490,322.5,27
491,170.39,10
492,634.16,58
493,82.37,41
494,811.86,1
495,905.68,10
496,905.46,39
497,501.49,4
498,732.16,30
499,493.33,66
500,762.15,73
501,377.3,72
502,343.84,70
503,203.6,69
504,351.23,56
505,500.72,53
506,993.36,43
507,315.75,49
508,943.62,69
509,918.35,9
510,258.38,47
511,158.68,54
512,256.68,6
513,912.9,66
514,451.35,46
515,687.44,6
516,172.86,61
517,686.37,4
518,530.63,39
519,942.1,4
520,409.71,56
521,106.63,41
522,92.92,3
523,160.48,57
524,130.78,1
525,653.58,61
526,35.58,1
527,90.25,19
528,725.66,29
529,207.43,59
530,640.21,48
531,61.99,48
532,484.65,22
533,771.34,39
534,370.96,32
535,985.34,57
536,145.44,67
537,33.35,45
538,84.29,65
539,247.95,66
540,148.95,11
541,906.99,54
542,630.63,52
543,467.48,73
544,311.82,34
545,999.4,19
546,691.56,64
547,27.28,47
548,768.92,33
549,209.93,67
550,94.41,10
551,805.09,75
552,550.02,55
553,928.01,15
554,152.74,63
555,901.34,40
556,48.27,39
557,88.08,52
558,250.84,2
559,378.38,27
560,909.79,1
561,633.04,47
562,82.32,68
563,81.53,67
564,351.49,29
565,69.32,37
566,79.64,37
567,128.84,63
568,725.74,55
569,790.58,20
570,914.32,27
571,862.03,34
572,177.46,49
573,379.98,46
574,527.79,54
575,260.11,9
576,732.47,62
577,709.7,25
578,945.69,63
579,679.7,30
580,349.81,43
581,71.57,24
582,892.18,8
583,715.46,9
584,232.33,50
585,32.64,64
586,81.21,38
587,537.41,7
588,959.02,70
589,694.45,59
590,291.21,21
591,596.04,64
592,195.64,19
593,420.07,16
594,497.45,10
595,438.22,54
596,71.44,18
597,614.61,4
598,121.52,56
599,956.02,37
600,476.13,49
601,28.12,26
602,754.19,15
603,344.34,61
604,169.46,48
605,723.08,56
606,574.75,39
607,146.6,13
608,237.43,51
609,198.19,72
610,597.2,61
611,929.72,50
612,660.61,49
613,247.45,52
614,131.12,9
615,85.52,8
616,333.39,51
617,151.7,17
618,743.18,15
619,787.93,25
620,186.01,38
621,974.62,35
622,159.01,35
623,476.34,38
624,94.25,57
625,193.86,40
626,850.97,64
627,224.8,64
628,683.01,41
629,635.46,63
630,198.82,48
631,972.44,62
632,26.67,12
633,512.11,52
634,74.67,38
635,878.88,18
636,747.57,37
637,41.1,31
638,929.63,75
639,823.06,44
640,724.85,53
641,389.95,2
642,26.95,29
643,597.06,29
644,74.25,8
645,472.05,40
646,526.18,37
647,914.17,46
648,981.56,39
649,667.69,57
650,752.45,70
651,995.39,71
652,658.06,22
653,901.64,66
654,343.78,38
655,916.64,33
656,788.15,40
657,415.35,40
658,551.25,8
659,134.62,71
660,806.95,74
661,766.97,59
662,151.56,7
663,947.12,21
664,740.29,72
665,810.13,64
666,144.06,54
667,253.22,48
668,974.4,73
669,173.04,49
670,450.25,24
671,321.89,21
672,439.38,72
673,730.03,12
674,964.95,62
675,988.0,63
676,130.68,72
677,156.4,59
678,255.18,50
679,248.15,54
680,510.94,38
681,498.74,5
682,299.75,59
683,253.97,10
684,526.96,55
685,506.5,41
686,364.78,64
687,833.79,1
688,917.7,10
689,397.33,31
690,49.55,68
691,194.69,29
692,831.59,53
693,275.12,59
694,64.36,22
695,698.22,34
696,402.36,58
697,91.87,27
698,457.04,23
699,315.34,73
700,473.95,29
701,140.04,53
702,770.05,49
703,525.5,23
704,354.5,70
705,57.44,9
706,454.92,42
707,606.87,29
708,445.13,65
709,154.85,48
710,494.6,56
711,360.6,63
712,934.15,60
713,516.33,61
714,334.51,23
715,463.07,31
716,925.08,4
717,618.18,35
718,425.76,16
719,426.04,25
720,634.9,25
721,377.74,23
722,496.41,19
723,143.46,62
724,105.26,35
725,43.55,17
726,747.86,42
727,891.31,70
728,89.07,72
729,382.16,47
730,142.14,37
731,459.03,29
732,453.9,66
733,54.14,36
734,797.67,38
735,366.3,67
736,528.72,10
737,426.07,1
738,587.38,60
739,271.1,75
740,480.9,2
741,509.47,20
742,306.07,4
743,366.6,38
744,503.45,32
745,542.27,48
746,502.82,38
747,661.08,71
748,934.69,68
749,11.18,4
750,208.24,35
751,263.24,6
752,9.45,28
753,382.61,60
754,988.01,53
755,204.39,51
756,736.75,57
757,306.19,1
758,265.75,39
759,489.59,22
760,638.6,32
761,925.65,54
762,36.61,46
763,410.16,57
764,844.7,36
765,172.87,26
766,716.24,69
767,246.57,38
768,143.36,63
769,333.07,6
770,358.26,53
771,273.15,18
772,689.01,33
773,393.74,48
774,88.26,75
775,777.37,74
776,784.49,25
777,409.36,54
778,573.18,41
779,291.95,47
780,976.69,50
781,491.67,43
782,102.63,46
783,614.77,57
784,659.42,37
785,730.91,65
786,286.87,47
787,413.89,38
788,640.56,28
789,280.65,74
790,146.27,19
791,648.7,24
792,285.49,20
793,557.75,9
794,613.1,13
795,394.6,6
796,901.06,46
797,602.91,3
798,300.66,34
799,185.6,21
800,989.07,28
801,125.16,68
802,465.2,75
803,703.76,9
804,510.87,39
805,818.57,2
806,17.81,9
807,823.67,42
808,721.71,52
809,943.2,43
810,568.76,7
811,770.66,13
812,863.54,37
813,120.16,67
814,110.54,54
815,843.63,69
816,95.99,39
817,316.35,69
818,315.94,20
819,946.05,54
820,480.1,32
821,57.96,44
822,337.62,2
823,671.75,75
824,385.82,66
825,54.54,59
826,91.9,13
827,135.82,29
828,272.49,44
829,205.74,52
830,616.39,72
831,131.09,26
832,988.94,43
833,554.22,53
834,236.3,3
835,610.05,72
836,308.66,60
837,276.32,13
838,475.15,60
839,491.56,13
840,274.14,18
841,251.82,22
842,490.31,25
843,442.54,63
844,185.75,60
845,673.71,13
846,24.47,42
847,529.59,72
848,122.53,51
849,916.91,49
850,687.83,73
851,828.47,54
852,367.98,17
853,70.41,7
854,377.08,15
855,285.54,50
856,15.51,49
857,422.79,37
858,669.78,75
859,196.45,6
860,425.08,45
861,329.99,61
862,928.29,4
863,903.26,42
864,528.04,30
865,850.09,75
866,605.86,17
867,584.1,34
868,971.74,17
869,313.3,66
870,370.53,35
871,945.24,64
872,385.41,49
873,76.35,50
874,712.11,26
875,200.82,51
876,863.79,9
877,70.11,11
878,721.57,20
879,636.18,35
880,547.16,42
881,632.69,42
882,638.65,5
883,62.47,36
884,261.66,17
885,166.87,24
886,217.67,69
887,101.17,20
888,402.81,7
889,12.24,63
890,829.84,48
891,848.55,14
892,758.54,21
893,614.94,28
894,521.71,39
895,380.45,71
896,751.53,35
897,840.22,26
898,191.04,65
899,716.85,68
900,298.81,54
901,542.72,3
902,40.66,37
903,15.21,6
904,397.69,36
905,507.21,41
906,147.29,5
907,552.17,36
908,104.91,33
909,610.4,31
910,593.38,1
911,563.59,58
912,168.96,1
913,915.0,32
914,714.21,43
915,477.19,10
916,869.57,74
917,494.83,13
918,397.95,42
919,446.93,11
920,360.69,45
921,646.75,68
922,682.46,7
923,763.19,39
924,704.11,20
925,576.51,66
926,465.1,38
927,269.38,71
928,486.38,40
929,119.86,27
930,64.62,35
931,862.74,37
932,411.97,21
933,537.93,32
934,499.39,23
935,560.89,55
936,962.77,11
937,364.14,31
938,624.53,7
939,679.29,13
940,902.87,37
941,519.53,71
942,347.5,62
943,753.2,47
944,924.68,41
945,984.52,33
946,247.14,25
947,221.8,33
948,686.51,74
949,734.01,73
950,265.58,2
951,803.21,38
952,641.09,52
953,573.07,64
954,415.66,17
955,967.65,20
956,653.75,47
957,10.13,33
958,355.36,69
959,42.37,25
960,950.71,13
961,487.8,61
962,268.35,53
963,601.61,51
964,754.37,34
965,827.35,27
966,179.34,40
967,249.21,56
968,30.65,12
969,46.21,24
970,157.0,65
971,779.39,34
972,761.53,51
973,417.92,21
974,223.9,45
975,282.2,55
976,30.59,41
977,675.13,51
978,229.41,22
979,293.91,52
980,652.72,70
981,133.76,3
982,112.67,9
983,851.44,63
984,162.54,64
985,308.91,59
986,533.73,36
987,683.47,40
988,756.66,75
989,949.26,53
990,570.25,67
991,885.75,60
992,914.2,44
993,23.89,7
994,91.23,30
995,813.15,61
996,908.44,55
997,480.72,58
998,767.26,45
999,337.24,75
1000,337.1,64
